Tag Name,Timestamp,Value
RZR__MTR_001,2024-01-01T06:20:00,19.289
RZR__MTR_001,2024-01-01T06:30:00,15.653
RZR__MTR_001,2024-01-01T06:40:00,12.389
RZR__MTR_001,2024-01-01T06:50:00,18.719
RZR__MTR_001,2024-01-01T07:00:00,22.001
RZR__MTR_001,2024-01-01T07:10:00,16.093
RZR__MTR_001,2024-01-01T07:20:00,13.602
RZR__MTR_001,2024-01-01T07:30:00,12.393
RZR__MTR_001,2024-01-01T07:40:00,20.262
RZR__MTR_001,2024-01-01T07:50:00,18.913
RZR__MTR_001,2024-01-01T08:00:00,14.839
RZR__MTR_001,2024-01-01T08:10:00,13.245
RZR__MTR_001,2024-01-01T08:20:00,14.821
RZR__MTR_001,2024-01-01T08:30:00,18.429
RZR__MTR_001,2024-01-01T08:40:00,12.367
RZR__MTR_001,2024-01-01T08:50:00,17.637
RZR__MTR_001,2024-01-01T09:00:00,21.394
RZR__MTR_001,2024-01-01T09:10:00,16.638
RZR__MTR_001,2024-01-01T09:20:00,12.761
RZR__MTR_001,2024-01-01T09:30:00,21.645
RZR__MTR_001,2024-01-01T09:40:00,18.403
RZR__MTR_001,2024-01-01T09:50:00,11.027
RZR__MTR_001,2024-01-01T10:00:00,22.019
RZR__MTR_001,2024-01-01T10:10:00,10.54
RZR__MTR_001,2024-01-01T10:20:00,21.199
RZR__MTR_001,2024-01-01T10:30:00,15.37
RZR__MTR_001,2024-01-01T10:40:00,21.718
RZR__MTR_001,2024-01-01T10:50:00,12.853
RZR__MTR_001,2024-01-01T11:00:00,19.156
RZR__MTR_001,2024-01-01T11:10:00,10.853
RZR__MTR_001,2024-01-01T11:20:00,17.302
RZR__MTR_001,2024-01-01T11:30:00,21.617
RZR__MTR_001,2024-01-01T11:40:00,16.844
RZR__MTR_001,2024-01-01T11:50:00,21.501
RZR__MTR_001,2024-01-01T12:00:00,19.397
RZR__MTR_001,2024-01-01T12:10:00,13.839
RZR__MTR_001,2024-01-01T12:20:00,15.803
RZR__MTR_001,2024-01-01T12:30:00,17.365
RZR__MTR_001,2024-01-01T12:40:00,21.961
RZR__MTR_001,2024-01-01T12:50:00,13.142
RZR__MTR_001,2024-01-01T13:00:00,19.687
RZR__MTR_001,2024-01-01T13:10:00,14.655
RZR__MTR_001,2024-01-01T13:20:00,13.474
RZR__MTR_001,2024-01-01T13:30:00,17.646
RZR__MTR_001,2024-01-01T13:40:00,11.741
RZR__MTR_001,2024-01-01T13:50:00,20.684
RZR__MTR_001,2024-01-01T14:00:00,14.366
RZR__MTR_001,2024-01-01T14:10:00,15.507
RZR__MTR_001,2024-01-01T14:20:00,19.312
RZR__MTR_001,2024-01-01T14:30:00,17.141
RZR__MTR_001,2024-01-01T14:40:00,13.869
RZR__MTR_001,2024-01-01T14:50:00,14.287
RZR__MTR_001,2024-01-01T15:00:00,17.754
RZR__MTR_001,2024-01-01T15:10:00,21.512
RZR__MTR_001,2024-01-01T15:20:00,16.903
RZR__MTR_001,2024-01-01T15:30:00,11.351
RZR__MTR_001,2024-01-01T15:40:00,19.246
RZR__MTR_001,2024-01-01T15:50:00,16.212
RZR__MTR_001,2024-01-01T16:00:00,13.354
RZR__MTR_001,2024-01-01T16:10:00,16.697
RZR__MTR_001,2024-01-01T16:20:00,20.056
RZR__MTR_001,2024-01-01T16:30:00,12.719
RZR__MTR_001,2024-01-01T16:40:00,11.751
RZR__MTR_001,2024-01-01T16:50:00,12.201
RZR__MTR_001,2024-01-01T17:00:00,18.027
RZR__MTR_001,2024-01-01T17:10:00,20.327
RZR__MTR_001,2024-01-01T17:20:00,16.165
RZR__MTR_001,2024-01-01T17:30:00,13.817
RZR__MTR_001,2024-01-01T17:40:00,15.532
RZR__MTR_001,2024-01-01T17:50:00,19.402
RZR__MTR_001,2024-01-01T18:00:00,13.114
RZR__MTR_001,2024-01-01T18:10:00,11.253
RZR__MTR_001,2024-01-01T18:20:00,16.366
RZR__MTR_001,2024-01-01T18:30:00,20.881
RZR__MTR_001,2024-01-01T18:40:00,16.655
RZR__MTR_001,2024-01-01T18:50:00,22.12
RZR__MTR_001,2024-01-01T19:00:00,15.035
RZR__MTR_001,2024-01-01T19:10:00,21.369
RZR__MTR_001,2024-01-01T19:20:00,18.586
RZR__MTR_001,2024-01-01T19:30:00,16.644
RZR__MTR_001,2024-01-01T19:40:00,21.117
RZR__MTR_001,2024-01-01T19:50:00,16.484
RZR__MTR_001,2024-01-01T20:00:00,11.659
RZR__MTR_001,2024-01-01T20:10:00,10.213
RZR__MTR_001,2024-01-01T20:20:00,17.798
RZR__MTR_001,2024-01-01T20:30:00,14.744
RZR__MTR_001,2024-01-01T20:40:00,12.336
RZR__MTR_001,2024-01-01T20:50:00,11.777
RZR__MTR_001,2024-01-01T21:00:00,18.568
RZR__MTR_001,2024-01-01T21:10:00,15.25
RZR__MTR_001,2024-01-01T21:20:00,11.674
RZR__MTR_001,2024-01-01T21:30:00,11.767
RZR__MTR_001,2024-01-01T21:40:00,13.388
RZR__MTR_001,2024-01-01T21:50:00,15.322
RZR__MTR_001,2024-01-01T22:00:00,21.319
RZR__MTR_001,2024-01-01T22:10:00,13.522
RZR__MTR_001,2024-01-01T22:20:00,18.446
RZR__MTR_001,2024-01-01T22:30:00,12.317
RZR__MTR_001,2024-01-01T22:40:00,11.262
RZR__MTR_001,2024-01-01T22:50:00,12.726
RZR__MTR_001,2024-01-01T23:00:00,20.689
RZR__MTR_001,2024-01-01T23:10:00,15.003
RZR__MTR_001,2024-01-01T23:20:00,16.903
RZR__MTR_001,2024-01-01T23:30:00,18.422
RZR__MTR_001,2024-01-01T23:40:00,17.872
RZR__MTR_001,2024-01-01T23:50:00,17.906
RZR__MTR_002,2024-01-01T00:00:00,19.007
RZR__MTR_002,2024-01-01T00:10:00,18.112
RZR__MTR_002,2024-01-01T00:20:00,10.715
RZR__MTR_002,2024-01-01T00:30:00,17.702
RZR__MTR_002,2024-01-01T00:40:00,15.436
RZR__MTR_002,2024-01-01T00:50:00,10.671
RZR__MTR_002,2024-01-01T01:00:00,10.701
RZR__MTR_002,2024-01-01T01:10:00,21.822
RZR__MTR_002,2024-01-01T01:20:00,10.414
RZR__MTR_002,2024-01-01T01:30:00,12.367
RZR__MTR_002,2024-01-01T01:40:00,16.832
RZR__MTR_002,2024-01-01T01:50:00,19.786
RZR__MTR_002,2024-01-01T02:00:00,14.118
RZR__MTR_002,2024-01-01T02:10:00,13.73
RZR__MTR_002,2024-01-01T02:20:00,19.921
RZR__MTR_002,2024-01-01T02:30:00,14.097
RZR__MTR_002,2024-01-01T02:40:00,21.834
RZR__MTR_002,2024-01-01T02:50:00,16.997
RZR__MTR_002,2024-01-01T03:00:00,11.965
RZR__MTR_002,2024-01-01T03:10:00,20.662
RZR__MTR_002,2024-01-01T03:20:00,20.686
RZR__MTR_002,2024-01-01T03:30:00,17.524
RZR__MTR_002,2024-01-01T03:40:00,15.56
RZR__MTR_002,2024-01-01T03:50:00,19.099
RZR__MTR_002,2024-01-01T04:00:00,17.156
RZR__MTR_002,2024-01-01T04:10:00,18.758
RZR__MTR_002,2024-01-01T04:20:00,21.388
RZR__MTR_002,2024-01-01T04:30:00,12.449
RZR__MTR_002,2024-01-01T04:40:00,19.081
RZR__MTR_002,2024-01-01T04:50:00,12.507
RZR__MTR_002,2024-01-01T05:00:00,18.197
RZR__MTR_002,2024-01-01T05:10:00,13.979
RZR__MTR_002,2024-01-01T05:20:00,19.035
RZR__MTR_002,2024-01-01T05:30:00,11.069
RZR__MTR_002,2024-01-01T05:40:00,11.191
RZR__MTR_002,2024-01-01T05:50:00,20.023
RZR__MTR_002,2024-01-01T06:00:00,13.855
RZR__MTR_002,2024-01-01T06:10:00,14.677
RZR__MTR_002,2024-01-01T06:20:00,11.604
RZR__MTR_002,2024-01-01T06:30:00,11.924
RZR__MTR_002,2024-01-01T06:40:00,20.334
RZR__MTR_002,2024-01-01T06:50:00,16.472
RZR__MTR_002,2024-01-01T07:00:00,17.244
RZR__MTR_002,2024-01-01T07:10:00,16.297
RZR__MTR_002,2024-01-01T07:20:00,16.528
RZR__MTR_002,2024-01-01T07:30:00,20.751
RZR__MTR_002,2024-01-01T07:40:00,21.661
RZR__MTR_002,2024-01-01T07:50:00,10.47
RZR__MTR_002,2024-01-01T08:00:00,13.753
RZR__MTR_002,2024-01-01T08:10:00,15.358
RZR__MTR_002,2024-01-01T08:20:00,22.075
RZR__MTR_002,2024-01-01T08:30:00,11.182
RZR__MTR_002,2024-01-01T08:40:00,14.967
RZR__MTR_002,2024-01-01T08:50:00,12.63
RZR__MTR_002,2024-01-01T09:00:00,18.513
RZR__MTR_002,2024-01-01T09:10:00,14.473
RZR__MTR_002,2024-01-01T09:20:00,22.087
RZR__MTR_002,2024-01-01T09:30:00,17.353
RZR__MTR_002,2024-01-01T09:40:00,12.287
RZR__MTR_002,2024-01-01T09:50:00,15.561
RZR__MTR_002,2024-01-01T10:00:00,16.395
RZR__MTR_002,2024-01-01T10:10:00,11.811
RZR__MTR_002,2024-01-01T10:20:00,15.726
RZR__MTR_002,2024-01-01T10:30:00,19.931
RZR__MTR_002,2024-01-01T10:40:00,16.588
RZR__MTR_002,2024-01-01T10:50:00,18.974
RZR__MTR_002,2024-01-01T11:00:00,19.067
RZR__MTR_002,2024-01-01T11:10:00,18.718
RZR__MTR_002,2024-01-01T11:20:00,11.315
RZR__MTR_002,2024-01-01T11:30:00,17.279
RZR__MTR_002,2024-01-01T11:40:00,21.011
RZR__MTR_002,2024-01-01T11:50:00,16.609
RZR__MTR_002,2024-01-01T12:00:00,15.861
RZR__MTR_002,2024-01-01T12:10:00,18.131
RZR__MTR_002,2024-01-01T12:20:00,10.481
RZR__MTR_002,2024-01-01T12:30:00,12.646
RZR__MTR_002,2024-01-01T12:40:00,18.026
RZR__MTR_002,2024-01-01T12:50:00,12.909
RZR__MTR_002,2024-01-01T13:00:00,21.616
RZR__MTR_002,2024-01-01T13:10:00,17.681
RZR__MTR_002,2024-01-01T13:20:00,14.531
RZR__MTR_002,2024-01-01T13:30:00,12.384
RZR__MTR_002,2024-01-01T13:40:00,19.581
RZR__MTR_002,2024-01-01T13:50:00,20.909
RZR__MTR_002,2024-01-01T14:00:00,14.227
RZR__MTR_002,2024-01-01T14:10:00,15.646
RZR__MTR_002,2024-01-01T14:20:00,10.312
RZR__MTR_002,2024-01-01T14:30:00,13.517
RZR__MTR_002,2024-01-01T14:40:00,16.23
RZR__MTR_002,2024-01-01T14:50:00,21.76
RZR__MTR_002,2024-01-01T15:00:00,17.562
RZR__MTR_002,2024-01-01T15:10:00,21.076
RZR__MTR_002,2024-01-01T15:20:00,18.516
RZR__MTR_002,2024-01-01T15:30:00,11.459
RZR__MTR_002,2024-01-01T15:40:00,12.504
RZR__MTR_002,2024-01-01T15:50:00,13.824
RZR__MTR_002,2024-01-01T16:00:00,16.095
RZR__MTR_002,2024-01-01T16:10:00,17.58
RZR__MTR_002,2024-01-01T16:20:00,19.299
RZR__MTR_002,2024-01-01T16:30:00,10.747
RZR__MTR_002,2024-01-01T16:40:00,10.184
RZR__MTR_002,2024-01-01T16:50:00,14.536
RZR__MTR_002,2024-01-01T17:00:00,18.39
RZR__MTR_002,2024-01-01T17:10:00,15.937
RZR__MTR_002,2024-01-01T17:20:00,10.438
RZR__MTR_002,2024-01-01T17:30:00,16.238
RZR__MTR_002,2024-01-01T17:40:00,15.329
RZR__MTR_002,2024-01-01T17:50:00,17.744
RZR__MTR_002,2024-01-01T18:00:00,16.847
RZR__MTR_002,2024-01-01T18:10:00,17.223
RZR__MTR_002,2024-01-01T18:20:00,11.88
RZR__MTR_002,2024-01-01T18:30:00,18.888
RZR__MTR_002,2024-01-01T18:40:00,19.446
RZR__MTR_002,2024-01-01T18:50:00,15.877
RZR__MTR_002,2024-01-01T19:00:00,21.122
RZR__MTR_002,2024-01-01T19:10:00,13.638
RZR__MTR_002,2024-01-01T19:20:00,10.845
RZR__MTR_002,2024-01-01T19:30:00,20.212
RZR__MTR_002,2024-01-01T19:40:00,11.313
RZR__MTR_002,2024-01-01T19:50:00,15.718
RZR__MTR_002,2024-01-01T20:00:00,16.503
RZR__MTR_002,2024-01-01T20:10:00,20.729
RZR__MTR_002,2024-01-01T20:20:00,13.476
RZR__MTR_002,2024-01-01T20:30:00,12.557
RZR__MTR_002,2024-01-01T20:40:00,15.565
RZR__MTR_002,2024-01-01T20:50:00,13.033
RZR__MTR_002,2024-01-01T21:00:00,11.793
RZR__MTR_002,2024-01-01T21:10:00,14.953
RZR__MTR_002,2024-01-01T21:20:00,16.143
RZR__MTR_002,2024-01-01T21:30:00,17.45
RZR__MTR_002,2024-01-01T21:40:00,12.969
RZR__MTR_002,2024-01-01T21:50:00,21.999
RZR__MTR_002,2024-01-01T22:00:00,15.667
RZR__MTR_002,2024-01-01T22:10:00,20.213
RZR__MTR_002,2024-01-01T22:20:00,12.149
RZR__MTR_002,2024-01-01T22:30:00,19.106
RZR__MTR_002,2024-01-01T22:40:00,19.786
RZR__MTR_002,2024-01-01T22:50:00,19.852
RZR__MTR_002,2024-01-01T23:00:00,19.498
RZR__MTR_002,2024-01-01T23:10:00,11.052
RZR__MTR_002,2024-01-01T23:20:00,17.746
RZR__MTR_002,2024-01-01T23:30:00,11.045
RZR__MTR_002,2024-01-01T23:40:00,14.846
RZR__MTR_002,2024-01-01T23:50:00,17.329
RZR__MTR_003,2024-01-01T00:00:00,20.445
RZR__MTR_003,2024-01-01T00:10:00,10.031
RZR__MTR_003,2024-01-01T00:20:00,14.353
RZR__MTR_003,2024-01-01T00:30:00,17.875
RZR__MTR_003,2024-01-01T00:40:00,21.746
RZR__MTR_003,2024-01-01T00:50:00,19.871
RZR__MTR_003,2024-01-01T01:00:00,18.596
RZR__MTR_003,2024-01-01T01:10:00,16.132
RZR__MTR_003,2024-01-01T01:20:00,17.924
RZR__MTR_003,2024-01-01T01:30:00,13.394
RZR__MTR_003,2024-01-01T01:40:00,16.242
RZR__MTR_003,2024-01-01T01:50:00,14.653
RZR__MTR_003,2024-01-01T02:00:00,12.82
RZR__MTR_003,2024-01-01T02:10:00,12.362
RZR__MTR_003,2024-01-01T02:20:00,21.017
RZR__MTR_003,2024-01-01T02:30:00,17.747
RZR__MTR_003,2024-01-01T02:40:00,22.072
RZR__MTR_003,2024-01-01T02:50:00,13.56
RZR__MTR_003,2024-01-01T03:00:00,16.426
RZR__MTR_003,2024-01-01T03:10:00,19.908
RZR__MTR_003,2024-01-01T03:20:00,16.568
RZR__MTR_003,2024-01-01T03:30:00,12.662
RZR__MTR_003,2024-01-01T03:40:00,10.219
RZR__MTR_003,2024-01-01T03:50:00,20.252
RZR__MTR_003,2024-01-01T04:00:00,19.376
RZR__MTR_003,2024-01-01T04:10:00,14.145
RZR__MTR_003,2024-01-01T04:20:00,18.614
RZR__MTR_003,2024-01-01T04:30:00,14.917
RZR__MTR_003,2024-01-01T04:40:00,10.283
RZR__MTR_003,2024-01-01T04:50:00,22.091
RZR__MTR_003,2024-01-01T05:00:00,13.006
RZR__MTR_003,2024-01-01T05:10:00,20.646
RZR__MTR_003,2024-01-01T05:20:00,12.489
RZR__MTR_003,2024-01-01T05:30:00,21.778
RZR__MTR_003,2024-01-01T05:40:00,15.076
RZR__MTR_003,2024-01-01T05:50:00,20.67
RZR__MTR_003,2024-01-01T06:00:00,18.006
RZR__MTR_003,2024-01-01T06:10:00,10.542
RZR__MTR_003,2024-01-01T06:20:00,21.281
RZR__MTR_003,2024-01-01T06:30:00,20.371
RZR__MTR_003,2024-01-01T06:40:00,21.001
RZR__MTR_003,2024-01-01T06:50:00,10.025
RZR__MTR_003,2024-01-01T07:00:00,15.241
RZR__MTR_003,2024-01-01T07:10:00,21.251
RZR__MTR_003,2024-01-01T07:20:00,14.24
RZR__MTR_003,2024-01-01T07:30:00,13.204
RZR__MTR_003,2024-01-01T07:40:00,18.141
RZR__MTR_003,2024-01-01T07:50:00,14.294
RZR__MTR_003,2024-01-01T08:00:00,14.21
RZR__MTR_003,2024-01-01T08:10:00,11.381
RZR__MTR_003,2024-01-01T08:20:00,12.883
RZR__MTR_003,2024-01-01T08:30:00,13.134
RZR__MTR_003,2024-01-01T08:40:00,19.339
RZR__MTR_003,2024-01-01T08:50:00,21.927
RZR__MTR_003,2024-01-01T09:00:00,20.585
RZR__MTR_003,2024-01-01T09:10:00,18.659
RZR__MTR_003,2024-01-01T09:20:00,14.58
RZR__MTR_003,2024-01-01T09:30:00,17.242
RZR__MTR_003,2024-01-01T09:40:00,14.53
RZR__MTR_003,2024-01-01T09:50:00,10.739
RZR__MTR_003,2024-01-01T10:00:00,20.5
RZR__MTR_003,2024-01-01T10:10:00,16.837
RZR__MTR_003,2024-01-01T10:20:00,19.134
RZR__MTR_003,2024-01-01T10:30:00,19.771
RZR__MTR_003,2024-01-01T10:40:00,16.596
RZR__MTR_003,2024-01-01T10:50:00,16.568
RZR__MTR_003,2024-01-01T11:00:00,15.263
RZR__MTR_003,2024-01-01T11:10:00,19.018
RZR__MTR_003,2024-01-01T11:20:00,18.815
RZR__MTR_003,2024-01-01T11:30:00,11.533
RZR__MTR_003,2024-01-01T11:40:00,20.013
RZR__MTR_003,2024-01-01T11:50:00,10.923
RZR__MTR_003,2024-01-01T12:00:00,17.175
RZR__MTR_003,2024-01-01T12:10:00,17.658
RZR__MTR_003,2024-01-01T12:20:00,21.62
RZR__MTR_003,2024-01-01T12:30:00,19.291
RZR__MTR_003,2024-01-01T12:40:00,16.392
RZR__MTR_003,2024-01-01T12:50:00,19.699
RZR__MTR_003,2024-01-01T13:00:00,21.064
RZR__MTR_003,2024-01-01T13:10:00,12.302
RZR__MTR_003,2024-01-01T13:20:00,11.178
RZR__MTR_003,2024-01-01T13:30:00,19.73
RZR__MTR_003,2024-01-01T13:40:00,19.104
RZR__MTR_003,2024-01-01T13:50:00,16.068
RZR__MTR_003,2024-01-01T14:00:00,12.846
RZR__MTR_003,2024-01-01T14:10:00,14.298
RZR__MTR_003,2024-01-01T14:20:00,19.469
RZR__MTR_003,2024-01-01T14:30:00,14.961
RZR__MTR_003,2024-01-01T14:40:00,12.649
RZR__MTR_003,2024-01-01T14:50:00,11.354
RZR__MTR_003,2024-01-01T15:00:00,21.966
RZR__MTR_003,2024-01-01T15:10:00,15.215
RZR__MTR_003,2024-01-01T15:20:00,21.263
RZR__MTR_003,2024-01-01T15:30:00,21.432
RZR__MTR_003,2024-01-01T15:40:00,18.524
RZR__MTR_003,2024-01-01T15:50:00,21.225
RZR__MTR_003,2024-01-01T16:00:00,10.851
RZR__MTR_003,2024-01-01T16:10:00,13.948
RZR__MTR_003,2024-01-01T16:20:00,14.644
RZR__MTR_003,2024-01-01T16:30:00,13.551
RZR__MTR_003,2024-01-01T16:40:00,19.726
RZR__MTR_003,2024-01-01T16:50:00,19.896
RZR__MTR_003,2024-01-01T17:00:00,19.107
RZR__MTR_003,2024-01-01T17:10:00,10.059
RZR__MTR_003,2024-01-01T17:20:00,11.797
RZR__MTR_003,2024-01-01T17:30:00,19.68
RZR__MTR_003,2024-01-01T17:40:00,20.97
RZR__MTR_003,2024-01-01T17:50:00,19.912
RZR__MTR_003,2024-01-01T18:00:00,15.903
RZR__MTR_003,2024-01-01T18:10:00,21.726
RZR__MTR_003,2024-01-01T18:20:00,11.945
RZR__MTR_003,2024-01-01T18:30:00,15.335
RZR__MTR_003,2024-01-01T18:40:00,14.237
RZR__MTR_003,2024-01-01T18:50:00,11.776
RZR__MTR_003,2024-01-01T19:00:00,10.692
RZR__MTR_003,2024-01-01T19:10:00,12.152
RZR__MTR_003,2024-01-01T19:20:00,15.406
RZR__MTR_003,2024-01-01T19:30:00,10.212
RZR__MTR_003,2024-01-01T19:40:00,18.152
RZR__MTR_003,2024-01-01T19:50:00,21.148
RZR__MTR_003,2024-01-01T20:00:00,18.856
RZR__MTR_003,2024-01-01T20:10:00,18.433
RZR__MTR_003,2024-01-01T20:20:00,13.01
RZR__MTR_003,2024-01-01T20:30:00,19.977
RZR__MTR_003,2024-01-01T20:40:00,14.835
RZR__MTR_003,2024-01-01T20:50:00,13.444
RZR__MTR_003,2024-01-01T21:00:00,16.398
RZR__MTR_003,2024-01-01T21:10:00,19.714
RZR__MTR_003,2024-01-01T21:20:00,14.364
RZR__MTR_003,2024-01-01T21:30:00,14.605
RZR__MTR_003,2024-01-01T21:40:00,18.005
RZR__MTR_003,2024-01-01T21:50:00,16.354
RZR__MTR_003,2024-01-01T22:00:00,12.411
RZR__MTR_003,2024-01-01T22:10:00,11.965
RZR__MTR_003,2024-01-01T22:20:00,10.72
RZR__MTR_003,2024-01-01T22:30:00,18.878
RZR__MTR_003,2024-01-01T22:40:00,21.92
RZR__MTR_003,2024-01-01T22:50:00,15.051
RZR__MTR_003,2024-01-01T23:00:00,10.015
RZR__MTR_003,2024-01-01T23:10:00,17.689
RZR__MTR_003,2024-01-01T23:20:00,15.383
RZR__MTR_003,2024-01-01T23:30:00,13.156
RZR__MTR_003,2024-01-01T23:40:00,20.413
RZR__MTR_003,2024-01-01T23:50:00,21.538
RZR__MTR_004,2024-01-01T00:00:00,16.288
RZR__MTR_004,2024-01-01T00:10:00,13.381
RZR__MTR_004,2024-01-01T00:20:00,16.035
RZR__MTR_004,2024-01-01T00:30:00,17.554
RZR__MTR_004,2024-01-01T00:40:00,13.319
RZR__MTR_004,2024-01-01T00:50:00,11.253
RZR__MTR_004,2024-01-01T01:00:00,18.76
RZR__MTR_004,2024-01-01T01:10:00,17.441
RZR__MTR_004,2024-01-01T01:20:00,16.464
RZR__MTR_004,2024-01-01T01:30:00,19.322
RZR__MTR_004,2024-01-01T01:40:00,17.205
RZR__MTR_004,2024-01-01T01:50:00,17.984
RZR__MTR_004,2024-01-01T02:00:00,21.667
RZR__MTR_004,2024-01-01T02:10:00,20.827
RZR__MTR_004,2024-01-01T02:20:00,20.039
RZR__MTR_004,2024-01-01T02:30:00,15.535
RZR__MTR_004,2024-01-01T02:40:00,19.068
RZR__MTR_004,2024-01-01T02:50:00,15.753
RZR__MTR_004,2024-01-01T03:00:00,17.549
RZR__MTR_004,2024-01-01T03:10:00,14.288
RZR__MTR_004,2024-01-01T03:20:00,13.184
RZR__MTR_004,2024-01-01T03:30:00,21.859
RZR__MTR_004,2024-01-01T03:40:00,13.191
RZR__MTR_004,2024-01-01T03:50:00,14.084
RZR__MTR_004,2024-01-01T04:00:00,11.606
RZR__MTR_004,2024-01-01T04:10:00,21.609
RZR__MTR_004,2024-01-01T04:20:00,11.12
RZR__MTR_004,2024-01-01T04:30:00,16.363
RZR__MTR_004,2024-01-01T04:40:00,10.169
RZR__MTR_004,2024-01-01T04:50:00,16.793
RZR__MTR_004,2024-01-01T05:00:00,14.057
RZR__MTR_004,2024-01-01T05:10:00,10.435
RZR__MTR_004,2024-01-01T05:20:00,15.477
RZR__MTR_004,2024-01-01T05:30:00,22.076
RZR__MTR_004,2024-01-01T05:40:00,17.024
RZR__MTR_004,2024-01-01T05:50:00,17.234
RZR__MTR_004,2024-01-01T06:00:00,16.51
RZR__MTR_004,2024-01-01T06:10:00,16.944
RZR__MTR_004,2024-01-01T06:20:00,11.635
RZR__MTR_004,2024-01-01T06:30:00,21.743
RZR__MTR_004,2024-01-01T06:40:00,16.34
RZR__MTR_004,2024-01-01T06:50:00,19.835
RZR__MTR_004,2024-01-01T07:00:00,10.935
RZR__MTR_004,2024-01-01T07:10:00,10.67
RZR__MTR_004,2024-01-01T07:20:00,17.985
RZR__MTR_004,2024-01-01T07:30:00,19.537
RZR__MTR_004,2024-01-01T07:40:00,20.495
RZR__MTR_004,2024-01-01T07:50:00,20.105
RZR__MTR_004,2024-01-01T08:00:00,15.611
RZR__MTR_004,2024-01-01T08:10:00,15.267
RZR__MTR_004,2024-01-01T08:20:00,19.468
RZR__MTR_004,2024-01-01T08:30:00,21.965
RZR__MTR_004,2024-01-01T08:40:00,10.587
RZR__MTR_004,2024-01-01T08:50:00,14.536
RZR__MTR_004,2024-01-01T09:00:00,16.239
RZR__MTR_004,2024-01-01T09:10:00,18.2
RZR__MTR_004,2024-01-01T09:20:00,16.965
RZR__MTR_004,2024-01-01T09:30:00,12.757
RZR__MTR_004,2024-01-01T09:40:00,20.568
RZR__MTR_004,2024-01-01T09:50:00,16.731
RZR__MTR_004,2024-01-01T10:00:00,13.632
RZR__MTR_004,2024-01-01T10:10:00,18.831
RZR__MTR_004,2024-01-01T10:20:00,12.803
RZR__MTR_004,2024-01-01T10:30:00,19.124
RZR__MTR_004,2024-01-01T10:40:00,15.769
RZR__MTR_004,2024-01-01T10:50:00,20.379
RZR__MTR_004,2024-01-01T11:00:00,17.56
RZR__MTR_004,2024-01-01T11:10:00,10.036
RZR__MTR_004,2024-01-01T11:20:00,14.875
RZR__MTR_004,2024-01-01T11:30:00,18.442
RZR__MTR_004,2024-01-01T11:40:00,17.916
RZR__MTR_004,2024-01-01T11:50:00,17.833
RZR__MTR_004,2024-01-01T12:00:00,22.078
RZR__MTR_004,2024-01-01T12:10:00,18.375
RZR__MTR_004,2024-01-01T12:20:00,10.147
RZR__MTR_004,2024-01-01T12:30:00,12.869
RZR__MTR_004,2024-01-01T12:40:00,16.632
RZR__MTR_004,2024-01-01T12:50:00,16.78
RZR__MTR_004,2024-01-01T13:00:00,21.921
RZR__MTR_004,2024-01-01T13:10:00,14.24
RZR__MTR_004,2024-01-01T13:20:00,17.267
RZR__MTR_004,2024-01-01T13:30:00,13.314
RZR__MTR_004,2024-01-01T13:40:00,19.848
RZR__MTR_004,2024-01-01T13:50:00,15.265
RZR__MTR_004,2024-01-01T14:00:00,14.768
